ID,HashTags,Time,TweetText,Outputs,URL,User,Randomize
463,AHCA,2017-05-04 20:39:45,"First there was the beautiful chocolate cake, and now the bud lights. You people are foul and disgraceful ","First there was the beautiful chocolate cake, and now the bud lights. You people are foul and disgraceful ",,lingua_sonja,6832
464,,2017-05-04 20:39:46,"I speak several languages, read extensively, and have access to online dictionaries and thesauri. ","I speak several languages, read extensively, and have access to online dictionaries and thesauri. ",https://twitter.com/jakimfett/status/860229565410533376,jakimfett,6883
465,,2017-05-04 20:39:47,Mira Mira Mira!!!! Reichert didn't sell us out this time!!!! ,Mira Mira Mira!!!! Reichert didn't sell us out this time!!!! ,https://twitter.com/IjeomaOluo/status/860214772452556800,Squiffy002,7003
466,"AHCA, StarWarsDay",2017-05-04 20:39:49,"I didn't like ""Dear White People"" and Bill Nye's new SJW show... but censoring old content.. NETFLIX CANCELED
 ","I didn't like ""Dear White People"" and Bill Nye's new SJW show... but censoring old content.. NETFLIX CANCELED
 ",,USA_Gunslinger,6989
467,,2017-05-04 20:39:52,@WayneDupreeShow these are facts here...leaving Vets behind ,@WayneDupreeShow these are facts here...leaving Vets behind ,https://twitter.com/RWwatchMA/status/860230708752781313,BillFaria001,6713
468,"HouseDems, AHCA",2017-05-04 20:39:57," singing 'Hey Hey Goodbye' to  voting Republicans was unseemly. This is life &amp; death policy, not a political sporting event"," singing 'Hey Hey Goodbye' to  voting Republicans was unseemly. This is life &amp; death policy, not a political sporting event",,WJ_Press,6783
469,,2017-05-04 20:39:59,How the fuck does this help anyone but rich white americans? What the fuck Trump!!! ,How the fuck does this help anyone but rich white americans? What the fuck Trump!!! ,https://twitter.com/catduffy/status/860217618409680898,lonisha1987,7121
470,"HarryPotterAndTheCursedChild, harryon22april, MasterChefAU",2017-05-04 20:40:00,@HarryPotterFilm @HarryPotterLand  Excited for     ,@HarryPotterFilm @HarryPotterLand  Excited for     ,https://twitter.com/i/web/status/860232563859873792,adityap26051996,6820
471,AHCA,2017-05-04 20:40:00,"Reading more on  bill. 
That shit is not only scary but so worrying.
WTF America.","Reading more on  bill. 
That shit is not only scary but so worrying.
WTF America.",,OloriDixon,6884
472,,2017-05-04 20:40:05,You're laughing when this bill made it tougher for women to come forward in sexual assault. Okay I guess. ,You're laughing when this bill made it tougher for women to come forward in sexual assault. Okay I guess. ,https://twitter.com/_Makada_/status/860218486685040641,AwesomeBamon,7110
473,"AHCA, INSEN",2017-05-04 20:40:08,"Messer, Rokita come under fire for  votes:    ","Messer, Rokita come under fire for  votes:    ","http://pllqt.it/0k0w1O, http://indianapublicmedia.org/news/democrats-blast-messer-rokita-gop-health-care-vote-119364/",wbgerwitz,6961
474,,2017-05-04 20:40:09,I want to rip their stupid smiles off their smarmy faces. NOW CALL YOUR SENATORS. ,I want to rip their stupid smiles off their smarmy faces. NOW CALL YOUR SENATORS. ,https://twitter.com/sarahlerner/status/860214025266774016,mo0nbeam,7046
475,AHCA,2017-05-04 20:40:10,"Great day to be a woman. If I get raped or pregnant, insurance will screw me.  Please Senate, have some damn decency. ","Great day to be a woman. If I get raped or pregnant, insurance will screw me.  Please Senate, have some damn decency. ",,Maddie_Maroney,7109
476,,2017-05-04 20:40:17,oh good ,oh good ,https://twitter.com/voxdotcom/status/860232574664409089,chapien,6936
477,AHCA,2017-05-04 20:40:18,@francisconguy16 @SenBobCasey @HouseGOP  is further split between the rich and the not rich.  I won't say poor because the middle class will be greatly impacted.,@francisconguy16 @SenBobCasey @HouseGOP  is further split between the rich and the not rich.  I won't say poor because the middle class will be greatly impacted.,https://twitter.com/i/web/status/860232640556924929,woodmeister50,6970
478,"TrumpSupporter, AHCA",2017-05-04 20:40:20,"I do not feel sorry for any  who will be affected by the  they voted for this, they own this crap.","I do not feel sorry for any  who will be affected by the  they voted for this, they own this crap.",,kushkandy95,6907
479,AHCA,2017-05-04 20:40:24,Passage of  reminded me of this. Call the GOP what they are. Call them thieves. Stealing people's healthcare=stealing their lives. ,Passage of  reminded me of this. Call the GOP what they are. Call them thieves. Stealing people's healthcare=stealing their lives. ,https://twitter.com/i/web/status/860232666867671040,the_alexcollins,6793
480,"AHCA, VoteThemOut",2017-05-04 20:40:27,"Still waiting for someone to actually disprove ""deplorable.""  ","Still waiting for someone to actually disprove ""deplorable.""  ",,scottahearnnet,6938
481,"ACHA, Obamacare",2017-05-04 20:40:30,I truly do not understand why people think that this  is a good healthcare plan.  They're in for a rude awakening. ,I truly do not understand why people think that this  is a good healthcare plan.  They're in for a rude awakening. ,,mjvenesco,6815
482,,2017-05-04 20:40:35,Swine then and now. ,Swine then and now. ,https://twitter.com/GerrenPeterson/status/860204715363241985,thecircledancer,7085
483,AHCA,2017-05-04 20:40:36,"Can terminal stupidity, as demonstrated by voting against one's self interest, be considered a pre-existing condition? ","Can terminal stupidity, as demonstrated by voting against one's self interest, be considered a pre-existing condition? ",,Puzycat69,6764
484,,2017-05-04 20:40:37,Wat a bag of dicks whore ,Wat a bag of dicks whore ,https://twitter.com/corrynmb/status/860225681854214146,PerfectLoveWon,7195
485,,2017-05-04 20:40:38,"“Republicans, driven by a desire to deliver on a political promise, made irresponsible &amp; harmful changes to the ACHA,""
TY for StandingUp 4 ","“Republicans, driven by a desire to deliver on a political promise, made irresponsible &amp; harmful changes to the ACHA,""
TY for StandingUp 4 ",https://twitter.com/i/web/status/860232723025342464,TrueGlinda,7146
486,CorruptGOP,2017-05-04 20:40:42,@votolatino We need healthcare that won't harm and bankrupt families! Stop the  and @realDonaldTrump Tell them how we feel!   ,@votolatino We need healthcare that won't harm and bankrupt families! Stop the  and @realDonaldTrump Tell them how we feel!   ,https://twitter.com/i/web/status/860232740880482304,PoliticalRising,6701
487,FakeHouse,2017-05-04 20:40:53, yes Reps listed below. Let's do some house cleaning in 2018. I'm donating $217 2 unseat them n honor of  . Join me! , yes Reps listed below. Let's do some house cleaning in 2018. I'm donating $217 2 unseat them n honor of  . Join me! ,https://twitter.com/i/web/status/860232788943011840,ronnig61,6667
488,,2017-05-04 20:40:55,Read the follow up tweets please.. I will RT them also. ,Read the follow up tweets please.. I will RT them also. ,https://twitter.com/choo_ek/status/860214653405679617,topcattcw,7154
489,"RESISTANCE, resist, Trumprussia, NeverForget",2017-05-04 20:40:55,You're damn right! Go     ,You're damn right! Go     ,https://twitter.com/Amy_Siskind/status/860184016309374980,MyWchu,7082
490,AHCA,2017-05-04 20:40:58,On the shittiest episode of It's Always Sunny In Philadelphia @alwayssunny @realDonaldTrump  ,On the shittiest episode of It's Always Sunny In Philadelphia @alwayssunny @realDonaldTrump  ,,bryncntr,7001
491,"AHCA, DoYourJob",2017-05-04 20:40:59,@DarrellIssa you are an embarrassment to the state of CA and now we're coming for your seat   @swingleft ,@DarrellIssa you are an embarrassment to the state of CA and now we're coming for your seat   @swingleft ,https://twitter.com/i/web/status/860232812485525504,hmulliganspants,7165
492,Trump,2017-05-04 20:41:03,"America, good luck...  ","America, good luck...  ",https://twitter.com/cnn/status/860197140131438592,estellleeeeee,6983
493,,2017-05-04 20:41:03,Young people don't realize elderly citizens paid taxes over a lifetime. They already paid in! Young people haven't! So do your damn part! ,Young people don't realize elderly citizens paid taxes over a lifetime. They already paid in! Young people haven't! So do your damn part! ,https://twitter.com/i/web/status/860232830089011200,feliciaw5853,7115
494,,2017-05-04 20:41:04,House's purposed bill is DOA! ,House's purposed bill is DOA! ,https://twitter.com/leonardkl/status/860214264677773315,fredjfrancis,6890
495,"AHCA, ACA",2017-05-04 20:41:13,@VP @POTUS  is not an  repeal.It's a poor replacement for terrible program that's destroyed American Health System &amp; doesn't fix devastation.,@VP @POTUS  is not an  repeal.It's a poor replacement for terrible program that's destroyed American Health System &amp; doesn't fix devastation.,https://twitter.com/i/web/status/860232869599473664,JTPauls,6733
496,"KoolAidSwillersOfTheDay, AHCA",2017-05-04 20:41:20,": House Republicans exempt themselves from the worst of the . The GOP are greed-ridden, heartless . ",": House Republicans exempt themselves from the worst of the . The GOP are greed-ridden, heartless . ",https://twitter.com/i/web/status/860232900251336704,DarciMonet,6696
497,"SMH, AHCA",2017-05-04 18:59:41,"America: Where a sexual assaulter can become president, but a sexual assault victim will be denied healthcare. 
 ","America: Where a sexual assaulter can become president, but a sexual assault victim will be denied healthcare. 
 ",,Starr_Rocque,7198
498,"AHCA, sad",2017-05-04 20:41:39,"Republicans smugly celebrate  that steals insurance from millions, doesn't cover preexisting cond, increases costs to Americans. ","Republicans smugly celebrate  that steals insurance from millions, doesn't cover preexisting cond, increases costs to Americans. ",,Jlindauer1,6750
499,,2017-05-04 20:41:39,omm just look at this😚👅 ,omm just look at this😚👅 ,https://twitter.com/GathercoleJr/status/844943801848414209,PaulinaUnicorn_,7172
500,,2017-05-04 20:41:44,Delete Your Party ,Delete Your Party ,https://twitter.com/housegop/status/860197088201773058,SethGoodtime,6833
501,"AHCA, NeverTrump, FDT",2017-05-04 20:41:47,"On the plus side, weed is still legal.   ","On the plus side, weed is still legal.   ",,dvpreewilliams,7053
502,AHCA,2017-05-04 20:41:49,"@SenToomey, I am asking for a no vote on  - it's not in the best interest of your constituents, aka the ppl you are paid to represent.","@SenToomey, I am asking for a no vote on  - it's not in the best interest of your constituents, aka the ppl you are paid to represent.",,RaCLee27,6919
503,,2017-05-04 20:41:51,House Republicans pass bill to replace and repeal Obamacare DEPLORABLE @GOP @realDonaldTrump @IvankaTrump  ,House Republicans pass bill to replace and repeal Obamacare DEPLORABLE @GOP @realDonaldTrump @IvankaTrump  ,http://www.cnn.com/2017/05/04/politics/health-care-vote/index.html,MaryYonkers,6731
504,"CorruptGOP, Trumpcare, VoteNoAHCA",2017-05-04 20:41:55,"@CNNPolitics To any  lawmaker who votes yes on , let's hit 'em where it hurts    ","@CNNPolitics To any  lawmaker who votes yes on , let's hit 'em where it hurts    ",https://twitter.com/i/web/status/860233048062930944,PoliticalRising,6796
505,AHCA,2017-05-04 20:41:57,This is a wakeup call for my California colleagues! Here’s the @GOP score board on  Recess townhall NE!? c @ASlavitt ,This is a wakeup call for my California colleagues! Here’s the @GOP score board on  Recess townhall NE!? c @ASlavitt ,https://twitter.com/i/web/status/860233054308016128,2healthguru,6878
506,AHCA,2017-05-04 20:41:58,"The Iraq War will remove WOMD. 

 will cover everyone at lower prices.

For both, the GOP will own its lies.
","The Iraq War will remove WOMD. 

 will cover everyone at lower prices.

For both, the GOP will own its lies.
",https://www.google.com/amp/www.vox.com/platform/amp/policy-and-politics/2017/3/23/14991332/gop-health-bill-ahca-trump-iraq,ChristianCowart,7130
507,,2017-05-04 20:42:01,Scary to think that rape and sexual assault would be considered pre-existing conditions and treatments not provided - scary post  ,Scary to think that rape and sexual assault would be considered pre-existing conditions and treatments not provided - scary post  ,https://twitter.com/i/web/status/860233072444416001,AngelaKing5,6995
508,AHCA,2017-05-04 20:42:02,@SenateMajLdr @SpeakerRyan @SenateMajLdr  Ur disdain for Americans &amp; our wishes  &amp; health shows. U have sold ur soul to the Devil &amp; are lost in the swamp.,@SenateMajLdr @SpeakerRyan @SenateMajLdr  Ur disdain for Americans &amp; our wishes  &amp; health shows. U have sold ur soul to the Devil &amp; are lost in the swamp.,https://twitter.com/i/web/status/860233077095878657,caston1949,7076
