2967,,Waco biker gang shooting,waco,,['gop'],"house,gop",88weighted,Waco
3224,,"Waco , Texas , police on scene of biker gang shooting near Twin Peaks restaurant ; injuries reported , but unknown how…","waco,texas,twin peaks",,['gop'],"house,gop",88weighted,"Waco,Texas,Twin Peaks"
2825,,"VW May Have To Sell Bentley , Lamborghini Or Ducati To Fund Dieselgate Loans https://t.co/VR7qEFZtuZ",,,['gop'],"house,gop",88weighted,"Bentley,Lamborghini"
1593,,"VTech Hack Gets Worse : Chat Logs , Kids ' Photos Taken In Breach : An anonymous reader writes…",vtech,,['gop'],"house,gop",88weighted,
3152,,"VP of Marketing , #BayStLouis , #MS https://t.co/fF1cjcL6ZI #job #hiring","#baystlouis,#ms",,['gop'],"house,gop",88weighted,
3071,,Vote KATHNIEL here https://t.co/FOyxlE8C7X and Tweet #PushAwardsKathNiels https://t.co/WwLYQ1whHB,kathniel,,['gop'],"house,gop",88weighted,
189,,Vote for #VIPs vs #Hottest in the 2nd round of the @Billboard #FanArmyFaceOff via @Billboard,,,['fbi'],fbi,razzberry1947,
638,,"Vote : Reason of failure , 5th ODI match ? on https://t.co/Fcm8rfPDvh #IndVsSa2015Serie ... https://t.co/emCsNXQaMV",,,['senate'],,ASAPthottie,
794,"AHCA, Trumpcare, Obamacare",Vodafone hit by data breach,vodafone,,[],,lynxmc1,Vodafone
2241,,Vodafone customer accounts hacked following external security breach,vodafone,,['gop'],"house,gop",88weighted,Vodafone
3660,,Vistes al mar #Tarragona @ Balco Del Mediterrani https://t.co/9i02gyUAfM,,,['gop'],"house,gop",88weighted,Balco Del Mediterrani
1089,,"Vintage Banner space helmet &amp; goggles up for #auction Thu , Sep 3rd . Details @ #VintageToys",vintage banner space helmet &amp; goggles,,['gop'],"house,gop",88weighted,
1414,,VIDEO : Suspects in Brooklyn Mass Shooting Open Fire on Backyard House Party,brooklyn,,['gop'],"house,gop",88weighted,"Brooklyn Mass Shooting Open,Backyard House"
1603,,"Video : Fire , shooting near Santa Monica College - LA Daily News …","santa monica college,la daily news",,['gop'],"house,gop",88weighted,"Santa Monica College,LA Daily News"
188,,Vicky @ La Bella @Vicky_LaBella 20% OFF any treatment with me on Tuesday 24th &amp; Wednesday,"vicky,la bella","fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page",pattirmuller,"Vicky,La Bella"
1551,,Via @nprnews : UCLA #Health Says 4.5 M May Be Affected In #DataBreachhttp :/ /n . pr/1Gr2toI,ucla,,['gop'],"house,gop",88weighted,UCLA #Health
2671,,VESSEL JUNE 2015 NEWSLETTER #constantcontact,vessel,,['gop'],"house,gop",88weighted,
450,,"Vendo convites para TIM Beta . Meu WhatsApp 6282756051 Meu e-mail https://t.co/TAPjHCRNkG December 11 , 2015 at 09:01 AM",,,[],,BurkeHudd,"Vendo,TIM Beta"
957,"AHCA, Obamacare",veeba scenes uploaded by @tonni263 3rd december 2015,,,[],,JasmineSonadora,
3643,,"VBulletin resets passwords , issues emergency patches following breach - …",vbulletin,,['gop'],"house,gop",88weighted,
875,AHCA,Utilizing your creativity in the workplace may be necessary fo ... More for Pisces,pisces,,[],,dmaluk1,
1680,,"Utah Food Bank security breach exposes 10,000 donors ' personal info #cybersecurity #infosechttp :/ /ht . ly/RAMzR",utah,,['gop'],"house,gop",88weighted,Utah Food Bank
698,,USS Hamilton DD 141 September 30 1933 ( N34778 ) KB : Guantanamo Bay,"uss hamilton dd 141,guantanamo bay",,[],,Once_Hugo_Black,"USS Hamilton,Guantanamo Bay"
1351,,US reportedly pursuing criminal investigation for Uber data breach (#wnn2 ) Reuters is reporting via anonymous sources that the US Departme…,"us,uber,reuters",,['gop'],"house,gop",88weighted,"Reuters,anonymous"
1378,,"US Mesa , Arizona Shooting : Shots Fired Near Main St and Alma School , Reports Say : A mass shooting has been reported…","us,mesa,arizona,main st,alma school",,['gop'],"house,gop",88weighted,"Mesa,Arizona,Main St and Alma School"
1255,,Upstate Starts Three-Game Road Trip Monday at Navy https://t.co/Uv8wsKoReP,"upstate,navy",,['gop'],"house,gop",88weighted,
2828,,"Update on Marysville School Shooting : Marysville Police confirm the shooter is dead , and was a student at ...","marysville,marysville police",,['gop'],"house,gop",88weighted,"Marysville School,Marysville"
2883,,UPDATE Gunman in #ChattanoogaShooting ID'd as 24yo Kuwait-born Muhammad Youssef Abdulazeez pic.twitter.com/JhJ95l9JHa,muhammad youssef abdulazeez,,['gop'],"house,gop",88weighted,Muhammad Youssef Abdulazeez
1327,,UPDATE : VIDEO ADDED : Active Killer shooting on Santa Monica campus …,santa monica,,['gop'],"house,gop",88weighted,"Active Killer,Santa Monica"
3663,,"UPDATE : Police have located the car of David Fresques , a person of interest in #Midvaleshooting .",david fresques,,['gop'],"house,gop",88weighted,David Fresques
3034,,Update : Incident on #I95 SB from Rosedale Avenue ; Ramp to 3rd Avenue ; Exit 3 https://t.co/89J2QkM2e1,"#i95,rosedale avenue,3rd avenue",,['gop'],"house,gop",88weighted,Rosedale Avenue
2205,,UPDATE : #Chattanooga shootings happened at 2 locations about 6 miles apart . Live coverage - … @WCBD,#chattanooga,,['gop'],"house,gop",88weighted,
3723,,UPDATE : @cnnbrk : More : Witnesses say shooting started in or near cafeteria of Marysville Pilchuck High School in Washington state .,"marysville pilchuck high school,washington",,['gop'],"house,gop",88weighted,"Marysville Pilchuck High School,Washington"
2374,,"UPDATE - Hospital reports receiving 3 Santa Monica shooting victims , including 2 in critical condition .",santa monica,,['gop'],"house,gop",88weighted,Santa Monica
1176,,Up to 14 people dead in San Bernardino shooting : police,san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
368,,"University of Virginia announces breach , says attack came from China |","university of virginia,china","fbi,snoop,carter page",[],"fbi,carter",AnywhereNews,"University,Virginia,China"
1266,,"University of Virginia announces breach , says attack came from China … via @scmagazine #AUOSINT #AuburnOSINT","university of virginia,china",,['gop'],"house,gop",88weighted,"University,Virginia,China"
1815,,"University of Virginia announces breach , says attack came from China - SC Magazine … via @scmagazine","university of virginia,china,sc magazine",,['gop'],"house,gop",88weighted,"University,Virginia,China,SC Magazine"
2568,,Under a forsaken sun,,,['gop'],"house,gop",88weighted,
974,news,"Um . If the Payson a Temple dedication is tomorrow , why do I have to go to church ? #LDS #twitterstake","the payson a temple,#lds","trump,house republicans,rose garden",[],"house,rose garden",bosocial,Payson a Temple
2116,,UK police arrest third person in TalkTalk breach investigation -,"uk,talktalk",,['gop'],"house,gop",88weighted,"UK,TalkTalk"
2155,,UK Based Recruitment Portal Suffers Massive Data Breach #Anonymous,uk,,['gop'],"house,gop",88weighted,UK
2368,,UK banks approve fewest mortgages since May - BBA : LONDON ( Reuters ) - British banks approved the fewest mortga ... https://t.co/QCpKzpmHV2,"uk,bba,london,reuters",,['gop'],"house,gop",88weighted,"UK,LONDON,Reuters"
1036,,Ugh ... shooting at #mothersday parade in New Orleans . Pls just pass the bill @BarackObama,new orleans,,['gop'],"house,gop",88weighted,New Orleans
1806,,"UFO SIGHTINGS DAILY : Crater Jansen Is Dome Alien City With Hole Blown Through On Our Moon , Sept ...",,,['gop'],"house,gop",88weighted,"Crater Jansen,Alien City With Hole"
2708,,UFM Sports likes Fox Sports Here we go ! We're tied up at 17 in the 4th quarter . #IOWAvsISU Get to FOXTV or FOX Sports GO !,"ufm sports,fox sports,foxtv,fox sports go",,['gop'],"house,gop",88weighted,"UFM Sports,Fox Sports,FOX Sports"
3435,,UCLA Med Center : A 4th person hurt in Santa Monica College shooting is in good condition .,"ucla med center,santa monica college",,['gop'],"house,gop",88weighted,"UCLA Med Center,Santa Monica College"
775,"AHCA, shameonyou, preexistingconditions",UCLA Health System Says Patient Data Breach Hit Up to 4.5 Million …,ucla,obama,[],obama,mummadi123,UCLA Health System
2074,,UCLA Health System reports patient data breach ; 4.5 million may be affected ( Chad Terhune/Los Angeles Times ),"ucla health system,chad,terhune/los angeles times",,['gop'],"house,gop",88weighted,"UCLA Health System,Chad"
3527,,UCLA Health System data breach affects 4.5 million patients … #EMM,ucla health system,,['gop'],"house,gop",88weighted,UCLA Health System
1038,,UCLA Health System data breach affects 4.5 million patients …,ucla health system,,['gop'],"house,gop",88weighted,UCLA Health System
2008,,UCLA Health Says 4.5 M May Be Affected In Data Breach : Attackers accessed parts of the computer network that co ...,ucla health,,['gop'],"house,gop",88weighted,UCLA Health
667,"AHCA, Trumpcare",UCLA Health Breach Exposes 4.5 Million Patients’ Medical Files via@securityblogger,ucla health,,['healthcare'],,laurakramer22,UCLA Health Breach
3532,,U2 concert evacuated in Stockholm after ‘security breach’ … via @IrishTimesWorldpic .twitter.com/1V5wfGPWMO,"u2,stockholm",,['gop'],"house,gop",88weighted,Stockholm
2529,,U.S. Hotel Construction Pipeline for April 2015 Up 15.2 % over 2014 #HotelTrends #SmithTravelResearch,u.s. hotel construction pipeline,,['gop'],"house,gop",88weighted,U.S. Hotel Construction Pipeline
1786,,U.S. Air Force looking into data breach connected to Boeing/Lockheed contract protest : Report : The U.S. Air Force…,"u.s. air force,boeing/lockheed,u.s. air",,['gop'],"house,gop",88weighted,"U.S. Air Force,Boeing/Lockheed,The U.S. Air Force…"
3111,,U know jay gon be in lake Charles Friday its up,"jay,lake charles",,['gop'],"house,gop",88weighted,lake Charles
3172,,type out the hashtag yourself / you may be using the wrong one by accident &amp; might not know about it #JustinForMMVA,,,['gop'],"house,gop",88weighted,
2453,,Two wounded — one critically — in Englewood shooting …,englewood,,['gop'],"house,gop",88weighted,Englewood
2459,,Two deceased males found inside burned-out home near Santa Monica shooting - LA Fire on @KTLA air via @breakingnews,"santa monica,la fire",,['gop'],"house,gop",88weighted,"Santa Monica,LA Fire"
2070,,"Two dead , three injured in what appears to be murder/shooting/att . suicide in Peachtree Corners . # 11alivepic.twitter.com/v2mlv7jveo",peachtree corners,,['gop'],"house,gop",88weighted,Peachtree Corners
350,Trumprussia,"Two dead , three hurt in shooting at Kansas City family gathering : KANSAS CITY , Mo ( Reuters ) - Two people were ...","kansas city,kansas city,mo,reuters","carter page,trump",['carter page'],carter page news: trump,Bernie4People,"Kansas City,KANSAS CITY,Mo,Reuters"
2605,,"Two dead , including gunman , four wounded , 3 of them critical , following shooting at Marysville-Pilchuck HS - CNN",marysville-pilchuck hs,,['gop'],"house,gop",88weighted,Marysville-Pilchuck HS
986,,TWITTER SHOUT OUT TIME ! RT to enter ! I will pick 10 winners ! Contest ends on Friday 21 August 2015 !,twitter,"darrell issa,ahca",['darrell issa'],"darrell issa,ahca",protestcards,TWITTER
3670,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack #Cybercrime","twitter,pinterest,tumblr,zendesk",,['gop'],"house,gop",88weighted,"Twitter,Tumblr Notify of Security Breach After Zendesk Hack"
404,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack : Twitter , Pinterest and Tumblr hav ...","twitter,pinterest,tumblr,zendesk,twitter,pinterest,tumblr",,['a special prosecutor'],,bugbuster55,"Twitter,Tumblr,Twitter,Tumblr"
458,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack : Twitter , Pinterest and Tumblr hav ...","twitter,pinterest,tumblr,zendesk,twitter,pinterest,tumblr",carter page,"['adviser', 'russian government', 'fbi']","trump,fisa,carter page",Ariuszme,"Twitter,Tumblr,Twitter,Tumblr"
2699,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack : Twitter , Pinterest and Tumblr hav ...","twitter,pinterest,tumblr,zendesk,twitter,pinterest,tumblr",,['gop'],"house,gop",88weighted,"Twitter,Tumblr,Twitter,Tumblr"
1982,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack : Twitter , Pinterest an ... [ #social ]","twitter,pinterest,tumblr,zendesk,twitter,pinterest",,['gop'],"house,gop",88weighted,"Twitter,Tumblr,Twitter"
2477,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack","twitter,pinterest,tumblr,zendesk",,['gop'],"house,gop",88weighted,"Twitter,Tumblr Notify of Security Breach After Zendesk Hack"
2764,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack","twitter,pinterest,tumblr,zendesk",,['gop'],"house,gop",88weighted,"Twitter,Tumblr Notify of Security Breach After Zendesk Hack"
2877,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack","twitter,pinterest,tumblr,zendesk",,['gop'],"house,gop",88weighted,"Twitter,Tumblr Notify of Security Breach After Zendesk Hack"
3108,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack","twitter,pinterest,tumblr,zendesk",,['gop'],"house,gop",88weighted,"Twitter,Tumblr Notify of Security Breach After Zendesk Hack"
1321,,Turuan na lang niya ako . Haha aga aga pumasok every Wed para lang mag basketball . Haha,,,['gop'],"house,gop",88weighted,
927,AHCA,"Turkish Data Breach Exposes Personal Information of 50 Million Citizens : On Monday , an anonymous h ... . databreach",,ahca,[],,shingen,50 Million Citizens
2432,,Turkey warns Russia over new airspace breach #twimbos,"turkey,russia",,['gop'],"house,gop",88weighted,"Turkey,Russia"
2463,,Turkey warns Russia after ' second airspace breach ' - Independent . ie …,"turkey,russia,independent",,['gop'],"house,gop",88weighted,"Turkey,Russia,Independent"
2952,,"Tumblr peeps , you may have been affected by Zendesk breach . If you contacted support/safety , be aware your details could be compromised .","tumblr,zendesk",,['gop'],"house,gop",88weighted,"Tumblr,Zendesk"
2676,,Tulog na kayo guys ako nalang maguupdate sainyo if may pasok hehe,,,['gop'],"house,gop",88weighted,
12,,Tuff Culture - Destiny EP ( PAR 042 FORTHCOMING 27th JULY VIA JUNO ) Tracklist : Destiny Questions Theres No ...,"tuff culture,destiny,juno,destiny,questions,theres no","carter page,trump,trump,trump tower","['the trump advisor', 'trump tower', 'carter page']","carter page,trump,trump,trump",mallsta,"Tuff Culture,Destiny"
66,,Tuesday Transformation : Lindsay,,"trump,carter page","['fisa court', 'fbi', 'carter page', 'adviser']","fbi,trump,carter page",slatest,Lindsay
2104,,Tuesday night drinking is becoming like a Thursday night drinking #sayitaintso,,,['gop'],"house,gop",88weighted,
2888,,"TUESDAY , NOVEMBER 2nd https://t.co/P0xXbIfHNB https://t.co/33H8eAqUFm",,,['gop'],"house,gop",88weighted,
1574,,"Tues July 14 , open gdn South Fm &amp; Brook Cottage Nr Royston SGR OHR ( 2-8 ) Diverse country gdn &amp; Smallholding . Ngs caring charities",brook cottage,,['gop'],"house,gop",88weighted,"South Fm,Brook Cottage Nr Royston SGR OHR"
3309,,Tubbataha may be recognized as sensitive sea area - Philippine Star https://t.co/2OZKLRovvm #Tubbbataha,"tubbataha,philippine star",,['gop'],"house,gop",88weighted,"Tubbataha,Philippine Star"
1703,,Trying on old bathing suits incase lauren n I go to the oasis Thursday lol,"lauren,the oasis",,['gop'],"house,gop",88weighted,lauren
3403,,Troy Ave - June 5th - #HipHopRap,troy ave,,['gop'],"house,gop",88weighted,Troy Ave
2707,,TPCS Stingers dressing loud on May 13th to support Hearing Awareness Month .,"tpcs stingers,hearing awareness month",,['gop'],"house,gop",88weighted,TPCS Stingers
1077,,Tout va bien j'ai juste failli oublier de renouveler le nom de domaine de mon portfolio ...,,,['gop'],"house,gop",88weighted,
2035,,Touchnote postcard app reveals customer data breach #Archive 【Slash Gear】,"touchnote,【slash",,['gop'],"house,gop",88weighted,
